,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4:04:00,30,21,2333,984,11,42,36,20,21,34,35,27,58,23,3374,3107,21,46,41,25,35,42,65,19,94,17,3033,2677,18,37,41,12,29,48,94,25,38
4:05:00,30.1,16,2311,945,12,27,20,13,14,28,31,14,62,12,3436,3131,40,72,35,25,42,34,83,29,98,17,3056,2709,20,44,51,32,37,36,72,18,38
4:06:00,30.1,36,2406,940,17,42,35,19,34,34,26,34,89,24,3470,3152,33,60,40,12,41,42,86,24,78,22,3090,2671,28,56,37,22,41,42,100,22,40
4:07:00,30.1,20,2374,923,24,34,31,31,34,27,9,21,78,1,3500,3196,14,55,31,34,43,47,84,31,88,19,3100,2677,20,35,36,14,30,50,89,26,45
4:08:00,30.1,18,2367,966,8,54,35,20,23,20,29,21,62,16,3556,3218,29,44,40,25,34,45,66,23,89,20,3169,2712,14,45,34,1,37,54,87,28,33
4:09:00,30.1,11,2458,964,7,46,35,32,26,34,24,22,64,24,3470,3208,17,53,39,23,32,44,90,23,105,16,3094,2781,28,41,37,15,32,40,71,25,46
4:10:00,30,26,2406,979,13,43,36,18,25,25,30,30,69,23,3497,3264,10,59,37,13,42,46,78,23,107,16,3247,2811,29,44,48,9,40,36,92,27,31
4:11:00,30.1,19,2333,999,27,48,40,22,19,29,28,32,69,24,3489,3253,13,53,41,15,29,35,91,33,91,6,3223,2819,17,32,49,20,34,48,66,18,51
4:12:00,30.1,32,2447,1017,27,48,31,9,20,25,29,10,59,15,3519,3266,20,49,48,26,33,52,77,25,102,18,3157,2845,10,54,44,18,43,40,68,27,46
4:13:00,30,19,2453,1018,24,39,33,12,18,20,27,26,66,23,3601,3379,30,66,38,19,40,28,74,25,84,19,3236,2843,10,55,39,30,40,53,80,22,37
4:14:00,30.1,19,2449,1036,30,40,36,13,26,29,31,24,83,14,3609,3330,25,51,33,23,47,40,75,21,102,9,3199,2810,21,45,44,19,44,42,76,22,42
4:15:00,30,22,2490,986,22,50,36,30,18,51,32,18,66,13,3583,3271,25,43,38,14,48,49,86,30,94,11,3324,2879,14,54,32,30,36,48,78,22,41
4:16:00,30,18,2441,1003,19,31,24,19,28,26,28,21,74,21,3601,3293,9,53,34,18,33,40,79,21,98,22,3258,2925,19,47,36,18,30,30,69,26,33
4:17:00,30,18,2505,999,15,36,20,14,36,36,19,23,84,18,3611,3321,15,60,22,26,45,42,76,23,117,17,3347,2947,14,34,36,31,43,42,89,24,41
4:18:00,30,18,2520,1045,20,44,35,21,32,40,22,30,80,21,3682,3400,10,53,31,25,38,52,78,21,99,26,3301,2930,14,51,45,24,54,38,70,23,50
4:19:00,30,23,2549,993,22,25,24,16,18,32,21,13,66,15,3640,3444,21,67,43,24,47,45,74,24,94,15,3298,2975,16,51,43,12,46,41,80,19,27
4:20:00,30,12,2545,1047,16,51,25,16,12,29,21,30,67,12,3711,3455,16,58,41,14,44,46,94,31,96,16,3317,2946,23,50,30,29,39,50,83,32,52
4:21:00,30,13,2512,1061,15,21,35,19,28,25,23,6,68,10,3719,3383,14,55,41,11,30,42,97,25,103,16,3378,2994,20,43,38,22,40,48,98,27,41
4:22:00,30,24,2549,993,35,42,30,19,34,31,40,31,67,22,3814,3426,19,58,41,13,46,46,90,26,108,23,3378,3004,14,54,55,17,32,56,92,28,42
4:23:00,30,27,2564,1052,33,39,30,14,24,38,23,21,65,6,3802,3531,15,52,40,13,50,57,76,35,101,18,3416,3085,11,45,33,17,41,46,89,22,54
4:24:00,30.1,24,2526,1034,26,40,32,23,24,34,26,21,67,5,3750,3513,24,47,43,21,47,45,87,18,114,21,3510,3068,17,44,29,19,37,51,92,29,49
4:25:00,30,19,2562,1065,24,40,32,18,27,28,29,17,69,20,3830,3521,13,51,42,15,38,51,79,27,88,16,3423,3124,34,44,45,22,47,42,91,28,52
4:26:00,30,24,2584,1073,19,44,29,21,40,29,38,25,73,20,3850,3499,35,54,35,5,50,54,77,19,113,24,3477,3154,15,45,39,12,41,29,82,25,51
4:27:00,30,17,2572,1026,18,55,36,18,32,24,34,26,76,11,3820,3545,28,46,42,23,48,52,88,30,105,15,3416,3109,22,60,43,24,46,46,101,22,34
4:28:00,30,27,2543,1061,15,32,31,20,13,32,25,14,90,29,3891,3678,15,70,38,17,50,46,82,24,106,19,3542,3078,21,45,32,19,27,52,87,33,39
4:29:00,30,22,2574,1020,24,53,41,26,15,31,31,29,86,19,3881,3490,19,48,33,17,38,55,93,23,109,22,3623,3099,21,47,29,20,42,46,89,26,49
4:30:00,30,12,2643,1040,20,46,35,17,28,17,27,33,88,23,3959,3647,21,53,46,24,39,42,95,24,103,17,3587,3155,24,46,38,12,40,38,73,29,55
4:31:00,30,20,2653,1070,23,32,37,8,23,34,26,27,96,6,3932,3681,24,62,30,18,37,42,82,18,100,11,3562,3248,24,58,56,18,46,43,73,29,56
4:32:00,30,31,2602,1081,22,63,23,27,22,30,22,18,69,26,4006,3643,21,57,37,18,39,43,85,17,119,19,3701,3124,19,51,41,25,46,44,94,21,50
4:33:00,30,24,2591,1088,20,40,28,30,19,44,39,29,69,14,3976,3683,19,50,43,22,35,58,84,38,115,9,3642,3164,8,61,41,16,39,45,93,32,40
4:34:00,30,24,2651,1100,14,41,25,30,27,27,32,19,80,31,3908,3718,21,36,41,17,50,58,81,13,104,18,3555,3275,16,61,44,15,40,40,83,28,52
4:35:00,30,25,2673,1049,18,38,39,9,28,28,27,27,85,11,4037,3652,21,56,46,22,57,56,107,26,129,19,3739,3343,29,47,49,21,38,44,88,27,65
4:36:00,30.1,24,2714,1073,25,29,24,24,31,25,26,24,77,10,4029,3722,21,58,45,25,44,49,93,27,116,14,3720,3365,9,42,44,19,46,42,90,27,43
4:37:00,30,13,2691,1110,15,34,35,14,39,33,17,25,100,20,4062,3798,23,71,34,22,46,55,88,25,109,19,3537,3285,23,65,37,15,45,51,80,23,54
4:38:00,30,16,2709,1101,17,30,22,24,28,28,29,26,80,22,4087,3804,30,55,38,19,43,53,95,27,125,13,3760,3320,10,57,33,15,54,47,90,27,38
4:39:00,30,35,2647,1104,17,50,47,18,29,34,24,27,86,13,4018,3814,19,59,43,12,45,61,87,21,111,24,3727,3401,2,51,42,21,45,47,103,31,41
4:40:00,30,27,2712,1087,22,36,37,14,31,29,16,25,68,14,4115,3821,13,44,52,29,53,53,89,17,108,14,3800,3373,13,43,48,19,45,40,98,31,53
4:41:00,30,23,2734,1087,26,46,32,23,18,36,31,24,83,18,4130,3766,23,48,37,18,50,44,95,24,105,33,3741,3418,17,58,43,26,38,53,89,15,50
4:42:00,30,20,2750,1066,17,37,22,14,29,42,27,31,91,8,4080,3778,14,53,37,14,42,51,86,32,108,29,3817,3332,11,44,51,11,46,57,105,27,37
4:43:00,30.1,26,2759,1086,16,37,27,17,28,31,30,22,81,8,4113,3857,17,58,47,18,43,41,85,28,124,22,3863,3413,15,60,37,21,37,38,98,22,57
4:44:00,30,16,2727,1045,16,36,48,21,26,36,27,23,105,18,4155,3906,22,48,35,20,51,42,82,21,119,27,3852,3412,20,50,48,17,53,36,85,28,49
4:45:00,30,21,2719,1099,17,46,44,18,29,39,18,27,81,7,4201,3832,21,53,44,15,41,45,90,31,132,15,3724,3408,19,50,50,17,53,49,93,16,48
4:46:00,30,20,2791,1100,18,46,30,32,20,33,31,23,92,17,4143,3936,22,62,39,17,45,49,104,22,98,12,3798,3499,22,45,28,22,49,43,101,23,46
4:47:00,30,16,2781,1092,21,34,31,19,22,36,25,20,96,16,4196,3856,18,45,34,25,56,47,99,32,117,16,3864,3434,12,59,51,23,49,41,107,21,51
4:48:00,30,24,2776,1093,14,44,29,23,26,28,31,23,89,17,4190,3935,20,60,48,34,44,46,112,26,102,29,3906,3509,23,55,34,26,35,40,110,26,55
4:49:00,30,16,2779,1118,16,46,25,26,23,28,19,29,84,12,4247,3948,26,53,39,10,49,42,91,25,124,14,3870,3511,19,54,41,27,38,58,107,22,41
4:50:00,30,28,2827,1078,18,47,35,14,12,27,10,22,83,22,4229,3960,25,59,32,14,48,52,84,23,126,14,3907,3462,26,49,38,19,45,56,87,24,39
4:51:00,30,29,2823,1097,19,38,24,22,31,25,23,27,86,22,4279,3925,24,51,40,32,55,47,103,27,111,27,3973,3556,21,54,45,26,40,55,98,30,55
4:52:00,30.1,27,2825,1080,15,40,33,16,32,32,29,25,84,18,4293,4004,26,49,36,35,45,52,89,27,122,22,3983,3518,18,54,43,8,43,41,96,20,61
4:53:00,30,21,2768,1134,20,36,35,22,24,35,23,26,81,18,4191,4039,13,64,38,18,40,48,91,17,99,22,3983,3632,13,52,39,23,40,51,88,29,55
4:54:00,30,18,2744,1092,21,38,34,39,32,30,31,30,103,16,4286,4030,24,51,42,22,48,44,95,17,108,14,4121,3566,18,51,43,24,38,39,96,28,44
4:55:00,30,28,2801,1141,31,38,33,13,32,40,20,20,82,24,4416,3989,26,60,31,25,60,34,102,17,116,13,4011,3563,17,51,43,17,45,40,96,30,46
4:56:00,30,14,2901,1150,29,35,28,11,32,25,35,25,88,18,4374,4105,23,56,46,16,59,48,96,25,140,16,4060,3704,24,53,44,22,50,37,104,33,45
4:57:00,30,27,2811,1137,22,42,48,32,21,35,32,25,91,18,4283,4088,36,59,51,11,52,40,101,17,118,25,4026,3686,24,51,46,17,48,34,95,25,47
4:58:00,30,25,2830,1133,9,48,35,20,27,30,38,20,81,16,4357,4091,23,62,39,24,42,51,93,21,119,20,4062,3638,20,47,36,24,47,44,92,25,59
4:59:00,30,25,2853,1172,19,39,27,15,15,21,23,25,80,17,4503,4117,13,59,32,14,60,41,114,33,146,14,4074,3679,12,58,40,25,41,56,99,28,56
5:00:00,30,17,2896,1116,26,32,25,15,31,30,30,22,95,28,4469,4017,30,61,30,31,55,49,101,12,114,14,4103,3679,18,52,35,15,42,47,114,25,58
5:01:00,30,32,2913,1164,23,49,31,21,19,38,23,25,100,17,4444,4131,25,60,27,30,44,41,95,30,138,13,4102,3729,5,58,43,16,52,51,108,22,55
5:02:00,30,22,2818,1160,30,45,42,26,25,28,24,37,106,22,4514,4093,17,52,48,21,58,49,84,18,124,21,4044,3740,23,49,37,23,44,56,118,16,45
5:03:00,30,21,2932,1164,25,37,28,24,23,41,32,17,84,13,4473,4161,16,56,42,33,43,63,95,26,128,20,4090,3774,26,51,41,14,61,49,90,25,63
5:04:00,30,22,2863,1192,24,43,42,19,20,34,21,30,105,21,4460,4149,22,54,45,26,42,49,91,39,127,24,4088,3703,21,61,33,15,40,42,99,26,57
5:05:00,30,24,2893,1177,18,48,28,27,19,31,32,19,95,25,4447,4064,29,49,40,26,54,32,103,22,128,26,4180,3755,25,49,54,14,48,41,99,32,45
5:06:00,30,26,2812,1154,14,37,27,24,26,35,17,15,94,30,4563,4228,31,57,43,40,47,57,95,18,114,6,4238,3776,26,49,38,19,45,46,120,26,62
5:07:00,30,15,2953,1170,20,37,24,25,34,34,20,24,106,31,4556,4123,22,61,41,22,47,41,105,17,136,27,4205,3884,10,48,49,17,57,50,102,27,52
5:08:00,30,21,2881,1170,28,47,32,20,30,33,24,25,120,8,4549,4170,35,55,52,30,41,51,93,30,119,28,4156,3849,19,49,38,25,55,51,110,34,55
5:09:00,30,23,2857,1168,6,54,44,27,23,36,30,12,77,12,4559,4270,27,50,46,25,45,58,91,19,136,14,4264,3856,17,60,45,29,37,51,117,32,52
5:10:00,30,26,2852,1150,12,41,27,32,18,25,40,17,105,26,4523,4281,22,53,42,12,47,45,107,21,137,18,4227,3860,3,53,48,13,46,52,93,34,55
5:11:00,30,12,2846,1134,18,31,29,27,13,28,17,24,84,16,4595,4312,32,47,42,26,57,43,91,33,126,12,4247,3869,12,55,45,20,61,48,88,30,58
5:12:00,30,20,2908,1138,7,40,38,16,34,28,21,22,92,25,4585,4273,16,49,39,20,50,52,96,20,132,26,4268,3957,2,50,36,19,44,35,106,21,50
5:13:00,30,18,3025,1179,23,39,49,12,24,27,28,33,92,11,4578,4282,25,53,51,37,53,52,98,23,119,16,4245,3879,12,54,28,19,44,45,94,28,49
5:14:00,30,26,2962,1144,13,38,36,22,44,30,20,20,118,22,4537,4269,15,71,37,37,52,50,106,23,138,21,4282,3900,18,51,40,24,46,41,97,18,52
5:15:00,30,35,3003,1153,23,41,39,21,33,41,30,29,99,18,4531,4338,28,68,34,17,43,30,101,32,129,17,4286,3914,19,50,38,17,58,52,105,19,58
5:16:00,30.1,21,2958,1154,13,33,44,18,23,36,16,32,92,15,4689,4371,25,61,46,33,49,38,101,21,123,12,4339,3876,22,63,35,27,56,48,137,9,68
5:17:00,30.1,19,2978,1152,27,36,27,29,24,34,32,27,101,15,4667,4357,19,52,29,10,64,51,100,27,135,23,4342,3954,18,59,52,19,41,51,117,19,50
5:18:00,30,9,3021,1185,13,44,43,30,25,30,31,18,110,20,4557,4268,9,74,27,21,54,35,103,39,113,22,4276,3951,11,52,46,31,61,42,130,33,59
5:19:00,30.1,31,3015,1178,21,43,34,9,27,46,21,34,107,19,4679,4264,28,60,42,12,59,52,95,21,139,17,4337,4010,21,52,45,25,59,50,123,26,70
5:20:00,30.1,31,2945,1149,14,43,32,15,22,30,27,18,115,31,4740,4356,12,49,39,15,58,48,90,29,138,10,4413,4129,22,49,31,19,51,38,119,24,70
5:21:00,30,24,2948,1143,8,33,45,16,20,37,26,31,84,19,4655,4347,28,49,45,12,48,54,103,28,130,19,4418,4000,20,59,33,15,55,43,100,33,72
5:22:00,30.1,28,2946,1147,15,53,32,19,32,28,28,26,100,16,4778,4312,19,54,35,27,54,49,99,23,134,14,4441,3984,20,58,52,33,62,44,114,23,68
5:23:00,30.1,23,2954,1170,24,31,27,7,36,32,31,12,102,20,4686,4392,22,39,45,23,60,51,110,35,141,12,4428,4044,13,51,52,25,40,51,110,40,71
5:24:00,30.1,34,2925,1154,19,36,37,19,19,38,30,24,94,9,4728,4364,21,46,43,27,50,50,102,24,146,8,4376,4049,17,58,41,29,57,42,101,32,49
5:25:00,30.1,27,2994,1166,16,44,41,19,23,44,29,26,100,23,4825,4405,24,60,36,24,52,41,116,34,141,19,4441,4068,28,51,46,14,46,33,118,23,53
5:26:00,30,21,3024,1181,22,40,43,21,34,30,15,35,88,23,4775,4352,16,51,38,28,57,52,103,28,134,21,4440,4056,17,59,53,27,66,35,142,26,61
5:27:00,30.1,8,2925,1152,12,52,43,15,35,38,31,25,92,15,4738,4419,22,55,39,19,53,39,106,38,136,19,4482,4110,11,39,52,13,68,41,120,28,75
5:28:00,30.1,22,3037,1130,14,37,30,13,30,34,25,30,108,28,4742,4454,19,59,35,9,62,55,122,34,142,19,4412,4083,18,51,48,23,60,48,104,11,53
5:29:00,30.1,24,2994,1229,18,42,31,19,29,26,24,10,98,22,4743,4428,22,66,42,14,49,61,90,23,146,22,4472,4187,23,53,44,17,52,42,120,32,55
5:30:00,30.1,27,2949,1197,17,44,32,15,21,19,23,20,107,17,4762,4465,23,51,39,10,45,61,95,23,134,25,4592,4039,24,50,38,31,61,45,116,29,50
5:31:00,30.1,32,2983,1189,18,33,29,40,26,29,39,30,109,17,4831,4465,21,49,34,16,56,55,116,32,134,12,4558,4116,22,37,50,24,41,51,125,20,69
5:32:00,30.1,23,2975,1236,19,36,26,22,45,27,29,23,112,27,4701,4541,26,56,39,21,46,38,118,22,142,14,4573,4158,15,58,39,32,38,55,127,26,56
5:33:00,30.1,27,3068,1210,32,44,45,16,20,45,28,10,109,24,4844,4442,25,50,45,21,61,44,96,28,139,18,4513,4169,14,48,39,23,44,54,121,16,41
5:34:00,30.1,23,3032,1170,21,55,29,13,32,40,13,13,107,26,4925,4570,18,79,44,22,59,40,103,23,152,30,4540,4293,11,49,36,35,61,47,115,11,70
5:35:00,30.1,22,2960,1143,16,35,18,22,32,22,14,21,104,18,4864,4463,18,53,34,14,51,49,112,41,158,26,4607,4124,17,57,47,38,47,52,117,22,45
5:36:00,30.1,21,2980,1196,21,42,27,17,26,29,28,25,118,25,4811,4495,24,48,40,27,54,47,99,31,148,27,4613,4205,7,64,53,19,63,45,129,26,70
5:37:00,30.1,23,2999,1168,22,44,29,18,34,29,23,12,105,23,4845,4615,24,44,38,24,47,40,106,36,144,15,4598,4225,16,67,43,31,68,61,149,28,61
5:38:00,30.1,22,2934,1186,10,38,48,12,25,31,38,26,111,23,4930,4543,20,49,37,22,62,56,112,30,154,18,4572,4286,23,42,44,11,57,60,119,29,64
5:39:00,30.1,20,3038,1211,18,44,26,17,30,25,24,25,100,25,4912,4508,10,38,45,16,54,52,102,26,136,20,4616,4254,12,71,47,19,46,59,127,32,54
5:40:00,30.1,11,3060,1183,18,47,28,9,19,30,36,19,90,31,4886,4582,28,59,32,16,64,42,103,27,158,16,4550,4248,16,52,44,19,58,53,104,29,56
5:41:00,30.1,25,3011,1122,18,39,32,25,35,23,19,26,103,20,4977,4525,17,53,36,9,54,55,127,18,166,23,4591,4249,21,59,44,23,52,54,130,9,63
5:42:00,30.1,19,3026,1182,23,38,30,24,15,32,35,25,114,7,4893,4559,29,62,40,23,62,50,102,21,151,14,4694,4323,15,54,44,25,46,56,122,19,53
5:43:00,30.1,19,2961,1227,8,35,43,17,29,40,27,22,108,15,4967,4526,27,64,43,28,61,50,107,28,133,16,4644,4250,16,61,43,23,46,51,153,31,69
5:44:00,30.1,21,3073,1151,16,42,30,11,29,45,37,16,113,17,4961,4545,23,49,43,19,42,53,100,26,143,7,4669,4309,29,51,41,16,55,45,122,27,56
5:45:00,30.1,21,2998,1185,28,41,35,21,26,32,18,26,103,14,5043,4569,22,59,45,29,62,46,108,23,138,20,4684,4345,17,60,46,29,70,48,100,28,57
5:46:00,30.1,24,3047,1229,19,29,30,8,28,29,30,19,131,16,4874,4627,29,58,65,18,60,41,110,19,140,14,4687,4392,24,47,47,20,67,44,133,14,67
5:47:00,30.1,10,3071,1193,19,43,35,14,26,33,25,27,110,33,4992,4611,34,58,30,21,62,52,107,40,126,25,4715,4356,19,55,34,20,57,61,132,22,52
5:48:00,30.1,22,3049,1208,17,36,46,19,36,37,32,37,126,10,4926,4622,23,60,36,20,58,46,123,32,181,16,4820,4497,13,72,44,26,56,66,130,19,60
5:49:00,30.1,33,2976,1192,27,32,29,26,25,42,24,26,116,13,4991,4542,34,50,33,22,56,36,117,17,153,15,4744,4403,25,35,40,12,63,56,131,38,58
5:50:00,30.1,21,3020,1153,18,40,26,6,19,39,26,21,120,16,4996,4698,27,54,28,7,52,47,114,24,158,8,4616,4451,18,50,45,13,47,44,111,34,68
5:51:00,30.1,16,3019,1200,24,43,28,23,30,31,25,22,100,7,5086,4618,19,65,51,22,59,57,107,38,147,23,4701,4482,15,50,50,13,47,46,120,27,55
5:52:00,30.1,18,3010,1202,17,31,35,33,30,43,20,23,99,14,4956,4585,23,54,45,25,61,49,119,15,142,27,4744,4572,25,61,32,11,60,50,144,29,74
5:53:00,30.1,6,3028,1182,6,42,33,13,30,25,7,34,115,24,5070,4719,31,51,49,30,53,34,100,32,160,15,4690,4543,23,52,53,15,63,44,130,17,68
5:54:00,30.1,44,2979,1206,25,45,25,15,26,28,25,26,119,14,5139,4669,26,66,34,17,51,38,116,17,145,16,4797,4497,18,62,50,15,59,61,119,26,58
5:55:00,30.1,19,3077,1181,4,37,32,17,26,26,25,27,110,12,5073,4685,24,60,36,15,61,55,104,25,170,19,4814,4494,14,50,48,20,63,55,112,34,54
5:56:00,30,27,3038,1200,25,32,41,23,21,40,20,24,115,19,5057,4748,25,68,35,26,58,45,107,38,148,27,4880,4471,27,58,32,16,63,62,138,19,73
5:57:00,30.1,27,3036,1187,14,27,33,20,30,30,20,39,108,13,5060,4765,21,62,38,13,58,44,108,15,172,10,4885,4563,9,49,52,7,63,45,133,34,58
5:58:00,30.1,27,3197,1220,13,47,46,13,30,28,21,20,113,21,5057,4706,19,57,51,29,64,46,114,20,152,17,4814,4467,31,52,24,8,71,40,124,28,60
5:59:00,30.1,17,3061,1159,9,53,24,13,23,30,26,28,123,22,5006,4728,16,48,50,21,66,39,111,22,157,20,4829,4586,17,39,48,41,53,45,119,36,67
6:00:00,30,20,2985,1195,7,37,34,24,25,29,27,21,102,11,5062,4644,15,59,44,26,66,51,101,24,169,18,4845,4609,25,53,65,17,57,51,138,30,46